,0,1,2,3
10,PRESIDENTE," Gracias, señora Gorospe. Por el Grupo Parlamentario Ciudadanos, tiene la palabra el señor Díaz Gómez. ",2020-06-09,100
11,DÍAZ GÓMEZ," Gracias. Gracias, señora Cantero, por su intervención. Yo le voy a plantear unas cuestiones sobre la base, por una parte, de la documentación que nos ha hecho llegar y, por otra, de algunas de las cosas que nos ha dicho aquí. Usted ha destacado la necesidad de una reserva material de EPI y de equipamientos, para que no volvamos a quedarnos desabastecidos y evitar contagios, sobre todo del personal sanitario. Y también ha hablado de una reserva de personal. En su intervención ha hablado de establecer unos protocolos que permitan desplazamientos -de un centro a otro, o como sea- en función de las necesidades que puedan ir surgiendo, pero, además de establecer protocolos en este sentido, ¿cómo vería la creación de una reserva de personal con capacitación médica? Es decir, establecer protocolos también para movilizar a gente que no está activa: o jubilados, o personal sanitario no ejerciente o que está dedicándose temporalmente a cualquier otra actividad. Por otra parte, ¿qué medidas considera prioritarias para poder impulsar la transformación de la atención primaria que ha dicho? Una cuestión permanente que está surgiendo en el Grupo de Trabajo de Sanidad es que se ha aprendido durante esta pandemia que la telemedicina, los medios telemáticos pueden haber venido de forma masiva, pero pueden haber venido también para quedarse. ¿Qué opinión le merece este asunto? Luego ha hablado también de la necesidad de transparencia en esta materia y en todas, porque yo lo que le quiero preguntar atañe a todo, no solo al ámbito sanitario, y me ha parecido -y por eso se lo pregunto, porque puedo estar equivocado- que usted sugería la regulación del lobby, la relación de los lobbies, de los diferentes grupos de interés con la política y con las administraciones públicas. Con respecto a las plantillas de sanitarios, también son una constante y nos está quedando claro que la temporalidad y la poca estabilidad de los contratos que atañen al sistema sanitario están haciendo daño no solo a las vidas de estos sanitarios, a su plan de vida, sino a la propia eficiencia del sistema de salud. Hay quienes han propuesto retomar un sistema de prueba nacional con convocatoria anual que fuera orquestada por el Consejo Interterritorial del Sistema Nacional de Salud, tipo el anterior Insalud, unido a sistemas de contratación de cada centro sanitario a través de sistemas de concurso. ¿Cómo vería usted un sistema de este estilo, de esa naturaleza? ¿Cree que contribuiría a solucionar los problemas de interinidad que tenemos ahora mismo en salud pública? Y, por último, usted habla de la necesidad de formación, concienciación y sensibilización en materia de salud pública. Aparte de cambiar, como ha dicho, el concepto de estar centrados en la patología y hablar de la salud como objetivo general de una educación en salud, ¿cree que deberíamos avanzar hacia la presencia de personal de enfermería permanente, por ejemplo, en centros educativos que diera formación de manera puntual en esta materia? Muchas gracias. Gracias, presidente. ",2020-06-09,100
12,PRESIDENTE," Gracias, señor Díaz. Turno del Grupo Plural. Por Junts per Catalunya tiene la palabra la señora Cañadell Salvia. ",2020-06-09,100
13,CAÑADELL SALVIA," Gracias, presidente. Buenos días, señora Cantero. Gracias por el documento que nos ha hecho llegar y por la exposición. Creo que el COVID ha llegado a un sistema sanitario que estaba tensionado por la manca de recursos humanos y también económicos que se viene arrastrando desde hace mucho tiempo. La pregunta que le quiero hacer es qué papel tiene que jugar la atención primaria en la gestión pos-COVID, si cree que se tienen que reforzar las plantillas de personal para poder gestionar el pos-COVID y ese posible brote del cual se está hablando. El compañero de Ciudadanos ha hablado sobre el acopio de material, y también me gustaría saber qué opinión tiene sobre los presupuestos en I+D+i, si deberían ser superiores para poder captar todo el potencial que tenemos a nivel de país, y poder nosotros mismos generar materiales sanitarios que son necesarios para poder combatir una pandemia como el COVID. Por otra parte, estamos trabajando para llegar a una nueva normalidad, pero a esa nueva normalidad tenemos que llegar también reduciendo las listas de espera y la demora que ha supuesto el hecho de trabajar o unir esfuerzos para combatir el COVID. ¿Qué estudios hay que realizar o qué hay que hacer para poder reducir esas listas y estas demoras? Muchas gracias. ",2020-06-09,100
14,PRESIDENTE," Muchas gracias, señora Cañadell. Por el Grupo Parlamentario Confederal de Unidas Podemos-En Común Podem-Galicia en Común, tiene la palabra la señora Medel Pérez. ",2020-06-09,100
15,MEDEL PÉREZ," Buenos días. Quería decirle, señora Cantero, que estoy de acuerdo con todo lo que usted ha planteado. Le voy a formular dos preguntas. Una, en la situación actual, en que se está abordando una medida de salud pública, como son los rastreadores, tenemos diversidad de acciones según las diferentes comunidades autónomas, y sé dos cosas. En primer lugar, que en Extremadura, farmacéuticos y veterinarios de los equipos de atención primaria funcionan como rastreadores y, en segundo lugar, que en Cataluña se externaliza la función de rastrear a una empresa, que es Ferrovial, por lo que querría saber qué opina de esto. La otra cuestión está relacionada con un artículo de prensa. Mire, el 28 de febrero de 2020, un científico publicaba un artículo en The New York Times, donde hablaba de las epidemias y lo relacionaba con las vacunas. Me llamó la atención cuando dijo que una de las causas del crecimiento de las epidemias es la relación que hay animales-personas, virus o bacterias que son propios de animales y que por ciertas condiciones mutan y pasan a humanos, tanto se trate de animales salvajes como de animales domésticos. El artículo entonces se plantea la cuestión de lo que son las granjas-factoría y dice que debido a ese tipo de producción animal, por el tipo de tratamiento a que están sometidos los animales, con bajas dosis de antibióticos y hacinamiento, se les produce una alteración inmunitaria que favorece la mutación no solo de virus, sino de bacterias. Eso recoge este artículo científico, del que se pasó una parte del artículo científico a The New York Times, añadiendo que esto nos somete a una situación para la que no estamos preparados, y se pregunta sobre cuál es la respuesta común a todo este problema: animales, contactos con animales salvajes, virus mutantes; parece una película. Y afirma que la respuesta común sería inventar o producir fármacos o vacunas asumiendo erróneamente que una vacuna se puede conseguir en poco tiempo. El autor concluye que lo que debería hacerse -y es lo que llama la atención, porque parece contradictorio- es tener vacunas preventivas. Pregunté al señor Vicens Navarro, a través de un correo, porque me sonaba raro lo de vacuna preventiva, por cómo se hace una vacuna preventiva si no tienes el germen, ¿no? Y me contestó que sí, que se puede hacer y que, de hecho, se crean, se investigan líneas de virus que ya se sabe de antemano que son probablemente los que vayan a mutar y vayan a pasar, y se crean unas líneas de investigación. ¿Qué es lo que hace eso? No es que tengas la vacuna ya cuando viene el virus, es que parte de la investigación de esa vacuna ya la tienes adelantada en muchos meses. Eso es lo que planteaba en realidad el artículo. Pero, ¿qué pasa? Pues que, como dice el autor, quien conduce y lidera la investigación farmacéutica son las empresas, la mayoría afincadas en países ricos y cuyo principal objetivo es optimizar beneficios, y solo investigan vacunas que pueden ser rentables, según criterios de mercado. Entonces, ¿qué pasa? Que, de pronto, lo que era una pandemia para el tercer mundo nos viene aquí y somos afectados. Vemos que con la globalización no hay barreras y que cuando se podía suponer, incluso respecto del propio COVID, como hoy han dicho, que se iba a quedar en China y que de allí no iba a salir, sale. Por tanto, querría preguntarle qué opina de esas vacunas preventivas, y si cree que el Estado debe dirigir esas investigaciones siguiendo criterios de salud y no de mercado. Gracias. ",2020-06-09,100
16,PRESIDENTE," Muchas gracias, señora Medel. Por el Grupo Parlamentario VOX tiene la palabra el señor Steegmann Olmedillas. ",2020-06-09,100
17,STEEGMANN OLMEDILLAS," Con la venia, señor presidente. Doctora Cantero -porque es doctora en Derecho Administrativo, si no me equivoco-, me uno a la pregunta de la señora Oramas. ¿Han actuado usted o Sespas como asesor o asesora del Ministerio de Sanidad o de alguna entidad desde enero de 2020, con este matiz? En concreto, ¿han participado en la elaboración de algún informe técnico, procedimiento o vías de actuación? Se lo digo porque ustedes son miembros del consejo científico, si no me equivoco. Por lo menos el doctor Villalbí Hereter lo era. Nosotros venimos aquí a aprender de ustedes, los expertos, pero comprenderá usted -seguro que lo comprende muy bien- que, lo mismo que se juzga la valía de un científico por su biografía y bibliografía previa, también debemos analizar la capacidad prospectiva que tiene, ya que nos permitirá evaluar el valor de las actuales recomendaciones. En este sentido, el 10 de febrero de 2020 el Ministerio de Sanidad afirma que en China el virus ha tenido una letalidad del 11 %. Se sabía que había una cuarentena de cincuenta millones de personas ¿No le hizo sospechar a Sespas, que tiene tantos expertos, que algo extraño estaba pasando ahí, que no era una gripe, que se parecía más al MERS? Hoy un experto, el doctor Bouza, ha sugerido en el Congreso que se había dado demasiada credibilidad a las publicaciones científicas chinas. No sé qué opinará. Otro, el doctor Balcells, ha dicho que se reaccionó tarde y dubitativamente, no solo ante la pandemia, sino ante la epidemia y el brote epidémico. ¿No se alarmaron ustedes por lo que pasaba por Italia? ¿Cree que la Dirección General de Salud Pública actuó de forma prudente? ¿O bien, como nosotros y el doctor Balcells creemos, que se actuó tarde y dubitativamente? ¿Hizo algo la asociación por avisar al Ministerio de Sanidad? Me extrañaría. ¿Sabe por qué? Porque ustedes el 26 de febrero de 2020 dicen en esa página web: en la última actualización del Ministerio de Sanidad no se contempla tomar la temperatura a personas que provengan de zonas de riesgo. Y dicen: Sespas respalda esta decisión, dado que es posible transmitir el coronavirus aunque no se tenga fiebre. Por tanto, ustedes, no nosotros -nosotros sí, desde enero-, ya pensaban que podía haber personas infectadas y contagiosas a pesar de no tener síntomas. Si tenían esa información científica, ¿por qué Sespas no desaconsejó los actos del 8-M, todos, ya que ustedes sabían que se podía transmitir por personas que no tenían síntomas? ¿Cree usted que esta decisión suya -se lo digo sin acritud- fue influida políticamente para favorecer los actos del 8-M? A nosotros nos parece que sí, pero usted ya me dirá. Ítem más, últimamente han salido unas declaraciones suyas a un medio -usted me dirá si las niega o las confirma- sobre la imputación del delegado del Gobierno en Madrid por el 8-M. Y se le cita a usted: la juez debe dirigirse a un epidemiólogo para solicitar un informe pericial en este caso, porque es el especialista que tiene esos conocimientos -el epidemiólogo-. Según usted, aunque se encargue el informe a un epidemiólogo y por muchas proyecciones que se hagan, la relación de causalidad, causa y efecto, es imposible comprobarla. Se lo ponen en su boca. Y le ponen en su boca a usted: jurídicamente es imposible demostrar que la epidemia de contagio que se dio en Madrid no se hubiera producido sin la manifestación. Voy terminando; dos segundos. Cuando dicen usted o su asociación 'jurídicamente imposible', ¿se refieren a que Sespas ha hecho algún trabajo científico, un estudio de cortes por ejemplo, que demuestre esa ausencia de evidencia? ¿Cómo explican, entonces, sus expertos la explosión de casos justo después del 8-M? Porque, si no han hecho ustedes ningún estudio científico, o bien no están cumpliendo los objetivos de su asociación o no lo hacen por otras razones, y no científicas; posiblemente políticas, decimos nosotros. Así que, felicitándole por su informe y dándole las gracias, me gustaría, si es tan amable, que contestase -si quiere, por supuesto- a estas preguntas que nos llaman la atención. ",2020-06-09,100
18,PRESIDENTE," Gracias, señor Steegmann. Por el Grupo Parlamentario Popular, tiene la palabra la señora Pastor Julián. ",2020-06-09,100
19,PASTOR JULIÁN," Muchas gracias, señor presidente. Muy bienvenida, señora Cantero, y muchas gracias por todas sus explicaciones, las que ha dado desde el punto de vista de análisis y diagnóstico y las que ha dado también desde la perspectiva de las propuestas. Es muy interesante tenerla a usted aquí. Me hubiera gustado que fuera mañana en vez de hoy y le explico por qué. Porque hoy se va a aprobar por el Consejo de Ministros un real decreto-ley que tiene un alto contenido en materia de salud pública y un alto contenido pos-COVID y, además de pos-COVID, creo que de pos-pos-pos-COVID, y me hubiera encantado comentarlo con usted -pero seguro que lo puede hacer de manera informal- y pedirle opinión de algunas de las cosas que creo que son bastante relevantes y claves en el futuro. Le quiero hacer unas preguntas, además de decirle que ha hecho usted una exposición de análisis de la legislación y de las dificultades que tenemos. Ha hablado de la capacidad del sistema y de que hay que reformar y reforzar plantillas, reforzar la vigilancia epidemiológica y reforzar el personal del ministerio -estoy totalmente de acuerdo-, y de seguridad alimentaria y seguridad ambiental. Y le pregunto: ¿Y de sanidad exterior? Porque en materia de sanidad exterior, por ejemplo, los aspectos de control de aduanas, de entrada de personas y de bienes son claves y es uno de los temas en los que en estos momentos tenemos grandes dificultades. Segundo tema. Ha hablado usted de formación y ha escrito mucho al respecto. ¿Qué opinaría usted de que hubiera un área de capacitación específica, conforme a la Ley de Ordenación de Profesiones Sanitarias de 2003, que formara a enfermería y también a algunas especialidades médicas que, como usted sabe, han contribuido enormemente en los hospitales y se han incorporado a los equipos COVID? Tercera consideración. Usted ha hablado de información y de confianza, algo que me parece clave. ¿Usted cree que la información que se le ha dado a la población, en general, durante la pandemia, conforme a nuestro ordenamiento jurídico, ha sido una información adecuada y que ha generado confianza? Cuarta pregunta. Usted ha hablado de la agencia y sabe que coincide conmigo porque, posiblemente, sea de las primeras personas, junto con ustedes, que ha hablado de la necesidad de una agencia de salud pública en nuestro país que incorpore a las comunidades autónomas, que haga gobernanza real del sistema de salud pública. Mi opinión es que esto ha sido una crisis de salud pública y de vigilancia epidemiológica y que esa crisis ha hecho que colapse el sistema, y los fallos que pudiera tener el sistema se han puesto más en evidencia. Usted ha nombrado todo lo que tiene que ver con la salud pública. Le voy a leer algo que está en el artículo 11 de la Ley de cohesión y calidad del Sistema Nacional de Salud que, como sabe, yo misma redacté de puño y letra, y que además de decir que la prestación de sanidad pública es el conjunto de iniciativas organizadas por las administraciones para preservar, proteger y promover la salud, hay una parte interesantísima que dice: La prestación de salud pública incluirá todas aquellas actuaciones singulares o medidas especiales que, en materia de salud pública, resulte preciso adoptar por todas las administraciones, dentro del ámbito de sus competencias, cuando circunstancias sanitarias de carácter extraordinario o situaciones de especial urgencia o necesidad así lo exijan. ¿Por qué le leo este artículo de la cartera de servicios de salud pública del año 2003 y la posterior Ley de 2011? Porque quería preguntarle, si usted fuera legislador, qué reformas haría en materia de salud pública, tanto en la Ley del año 1986, de medidas especiales, como en la Ley de cohesión y calidad, y en la Ley de 2011. ¿Qué medidas le parece a usted que serían las relevantes? Última pregunta. ¿Ustedes, Sespas, han sido consultados por el Ministerio de Sanidad en esta pandemia? Lo digo porque esta mañana pregunté si el consejo asesor que tiene el Ministerio de Sanidad había sido consultado por el ministerio y, por lo que me han informado, parece ser que no. Lo tengo que constatar, porque vienen varios miembros de ese consejo asesor. Quisiera saber si ustedes, Sespas, han sido consultados. He de decirle que les he seguido en todas sus afirmaciones y todo lo que ustedes han dicho estos días. Considero que han tenido una posición valiente. Han rebatido cosas de la OMS y del propio ministerio, y me parece que esa es la actitud que uno tiene que tener. No hay que criticarlo todo, por supuesto, porque en la vida siempre hay cosas que se hacen bien, pero ustedes han tenido una actitud valiente. En medio de esta confusión de información en esta sociedad en la que vinimos, ustedes serán siempre para nosotros, sobre todo para los clínicos y los sanitarios, una referencia. Muchas gracias. ",2020-06-09,100
